,string_X_train,Y_label,EXPNO,from,predict,class,預測部門代號
6015,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6016,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6017,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6018,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6019,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6020,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6021,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6022,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6023,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6024,CONTRACT NO 21RTS028TAIRYFIL CARBON FIBER TC35 48K  A GRADE 8 KGCHEESETOTAL QUANTITY  20736000 KGSUNIT PRICE  AT USD1405 PER KGPRICE TERM  FOB ANY PORT OF TAIWANORIGIN  TAIWANMANUFACTURER  FORMOSA PLASTICS CORPORATIONPACKING  STANDARD EXPORT PACKING,48K,12,202104.xlsx,"[' GRADE ', ' 48K ', 'TAIRYFIL CARBON', 'CARBON FIBER']",rule,12
6025,TAIRILIN BRAND POLYESTER FILM B  GRADE        9U12U    14000 KGS      15U19U    20000 KGS     23U125U     6000 KGSCIF SHANGHAI PORT CHINA,GRADE,2E,202104.xlsx,"[' GRADE ', 'POLYESTER FILM', ' POLYESTER ']",rule,2E
6026,TAIRILIN BRAND POLYESTER FILM B  GRADE        9U12U    14000 KGS      15U19U    20000 KGS     23U125U     6000 KGSCIF SHANGHAI PORT CHINA,GRADE,2E,202104.xlsx,"[' GRADE ', 'POLYESTER FILM', ' POLYESTER ']",rule,2E
6027,TAIRILIN BRAND POLYESTER FILM B  GRADE        9U12U    14000 KGS      15U19U    20000 KGS     23U125U     6000 KGSCIF SHANGHAI PORT CHINA,GRADE,2E,202104.xlsx,"[' GRADE ', 'POLYESTER FILM', ' POLYESTER ']",rule,2E
6038,COMMODITY  MONO ETHYLENE GLYCOL QUANTITY 200000MTSPACKING IN BULKUNIT PRICE USD60000MTCFR ZHANGJIAGANG CHINA,MONO ETHYLENE GLYCOL,2A,202104.xlsx,['MONO ETHYLENE GLYCOL'],rule,2A
6042,AS PER PROFORMA INVOICE NO20S514DATE08 APR 2021 SUPER ABSORBENT POLYMER TAISAP BC283  JUNE QUANTITY51200 MTUPUSD 1750AMOUNTUSD 89600000TOTAL CIF ISKENDERUNMERSIN PORT TURKEY VALUE USD 89600000INCOTERMS 2020 10 PCT TOLERANCE IS VALID FOR BOTH QUANTITY AND AMOUNT,SUPER ABSORBENT POLYMER,12,202104.xlsx,['SUPER ABSORBENT POLYMER TAISAP'],rule,12
6043,AS PER PROFORMA INVOICE NO20S514DATE08 APR 2021 SUPER ABSORBENT POLYMER TAISAP BC283  JUNE QUANTITY51200 MTUPUSD 1750AMOUNTUSD 89600000TOTAL CIF ISKENDERUNMERSIN PORT TURKEY VALUE USD 89600000INCOTERMS 2020 10 PCT TOLERANCE IS VALID FOR BOTH QUANTITY AND AMOUNT,SUPER ABSORBENT POLYMER,12,202104.xlsx,['SUPER ABSORBENT POLYMER TAISAP'],rule,12
6044,AS PER PROFORMA INVOICE NO20S514DATE08 APR 2021 SUPER ABSORBENT POLYMER TAISAP BC283  JUNE QUANTITY51200 MTUPUSD 1750AMOUNTUSD 89600000TOTAL CIF ISKENDERUNMERSIN PORT TURKEY VALUE USD 89600000INCOTERMS 2020 10 PCT TOLERANCE IS VALID FOR BOTH QUANTITY AND AMOUNT,SUPER ABSORBENT POLYMER,12,202104.xlsx,['SUPER ABSORBENT POLYMER TAISAP'],rule,12
6045,AS PER PROFORMA INVOICE NO20S514DATE08 APR 2021 SUPER ABSORBENT POLYMER TAISAP BC283  JUNE QUANTITY51200 MTUPUSD 1750AMOUNTUSD 89600000TOTAL CIF ISKENDERUNMERSIN PORT TURKEY VALUE USD 89600000INCOTERMS 2020 10 PCT TOLERANCE IS VALID FOR BOTH QUANTITY AND AMOUNT,SUPER ABSORBENT POLYMER,12,202104.xlsx,['SUPER ABSORBENT POLYMER TAISAP'],rule,12
6086,CFR ANY PORT CHINACOMMODITY    MONO ETHYLENE GLYCOL MEGPACKING     IN BULKQUANTITY    400000 MT  5 PERCENTUNIT PRICE  USD 65000MT CFR ANY PORT CHINA,MONO ETHYLENE GLYCOL,2A,202104.xlsx,['MONO ETHYLENE GLYCOL MEG'],rule,2A
6087,CFR ANY PORT CHINACOMMODITY    MONO ETHYLENE GLYCOL MEGPACKING     IN BULKQUANTITY    400000 MT  5 PERCENTUNIT PRICE  USD 65000MT CFR ANY PORT CHINA,MONO ETHYLENE GLYCOL,2A,202104.xlsx,['MONO ETHYLENE GLYCOL MEG'],rule,2A
6088,COMMODITYABS AG15AAHQUANTITY9000 MTUNIT PRICE USD248300MTCOMMODITYABS  AG10NP AKQUANTITY9000 MTUNIT PRICE USD255300MTPRICE TERM CIF QINGYUAN PORT CHINA,AG10NP,4A,202104.xlsx,[' AG10NP '],rule,4A
6089,COMMODITYABS AG15AAHQUANTITY9000 MTUNIT PRICE USD248300MTCOMMODITYABS  AG10NP AKQUANTITY9000 MTUNIT PRICE USD255300MTPRICE TERM CIF QINGYUAN PORT CHINA,AG10NP,4A,202104.xlsx,[' AG10NP '],rule,4A
6090,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6091,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6092,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6093,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6094,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6095,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6096,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6097,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6098,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6099,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6100,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6101,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6102,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6103,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6104,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6105,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6106,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6107,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6108,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6109,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6110,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6111,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6112,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6113,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6114,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6115,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6116,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6117,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6118,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6119,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6120,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6121,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6122,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6123,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6124,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6125,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6126,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6127,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6128,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6129,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6130,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6131,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6132,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6133,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6134,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6135,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6136,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6137,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6138,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6139,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6140,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6141,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6142,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6143,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6144,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6145,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6146,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6147,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6148,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6149,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6150,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6151,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6152,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6153,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6154,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6155,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6156,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6157,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6158,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6159,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6160,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6161,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6162,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6163,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6164,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6165,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6166,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6167,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6168,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6169,CIF JAPAN MAIN PORT OR AIRPORT GLASS FABRICS ,GLASS FABRICS,2G,202104.xlsx,"['GLASS FABRICS', ' FABRICS ']",rule,2G
6171,CFR NINGBO CHINACOMMODITY MONO ETHYLENE GLYCOL MEG FIBER  GRADE QUANTITY 100000MTSUNIT PRICE USD60000MTPACKING IN BULKORIGIN TAIWAN,GRADE,2A,202104.xlsx,"['MONO ETHYLENE GLYCOL MEG', ' GRADE ']",rule,2A
6173,COMMODITY    DIETHYLENE GLYCOL DEG A  GRADE QUANTITY     1000000MT  5UNIT PRICE   USD89000MT TOTAL AMOUNT USD890000005PACKING IN BULKPRICE TERM CFR ZHANGJIAGANG CHINA,GRADE,2A,202104.xlsx,"['DIETHYLENE GLYCOL DEG', ' GRADE ']",rule,2A
6174,1GPPS  GP550N   QUANTITY55440MT  UNIT PRICEUSD150000MT CIFSHANGHAI CHINAORIGINTAIWANPACKINGIN 900KGS BAGS252MTS LOOSE LOADED INTO EACH 40FTCONTAINER,GP550N,4A,202104.xlsx,[' GP550N '],rule,4A
6175,1GPPS  GP550N   QUANTITY55440MT  UNIT PRICEUSD150000MT CIFSHANGHAI CHINAORIGINTAIWANPACKINGIN 900KGS BAGS252MTS LOOSE LOADED INTO EACH 40FTCONTAINER,GP550N,4A,202104.xlsx,[' GP550N '],rule,4A
6176,COMMODITY GENERAL PURPOSE POLYSTYRENE GPPS GRADE  550NQUANTITY 1800MTS05PCT 01 x 20FCL UNIT PRICE USD160000MTAMOUNT USD288000005PCTTOTAL VALUE USD288000005PCT CIF HAIPHONG PORT VIETNAM INCOTERMS 2010PACKING IN EXPORT  PACKING STANDARD MAKERORIGIN FORMOSA CHEMICALS  FIBRECORPORATIONTAIWAN,GRADE,4A,202104.xlsx,"['GENERAL PURPOSE POLYSTYRENE GPPS', ' GRADE ', ' GPPS ', ' CHEMICALS ']",rule,4A
6177,COVERING 100 PERCENT OF INVOICE VALUE OF GOODS ANDOR SERVICESDESCRIBED AS48 MT OF  PROPYLENE COPOLYMER  K9017 REF PO 45658503CIP MONTREAL CANADA INCOTERMS 2020,PROPYLENE COPOLYMER,4A,202104.xlsx,"[' PROPYLENE ', ' K9017 ', 'PROPYLENE COPOLYMER']",rule,4A
6178,CIF LAEMCHABANG THAILAND BISPHENOLA   1020 MTPO 4100003638  SC NOIR5813DT 2021420,BISPHENOLA,2P,202104.xlsx,[' BISPHENOLA '],rule,4A
6179,CIF LAEMCHABANG THAILAND BISPHENOLA   1020 MTPO 4100003638  SC NOIR5813DT 2021420,BISPHENOLA,2P,202104.xlsx,[' BISPHENOLA '],rule,4A
6180,CIF LAEMCHABANG THAILAND BISPHENOLA   1020 MTPO 4100003638  SC NOIR5813DT 2021420,BISPHENOLA,2P,202104.xlsx,[' BISPHENOLA '],rule,4A
6182,CIF HAIPHONGVIETNAM21600 MTS OF HIPS  GRADE  NOHP8250 AT USD169700MT,GRADE,4A,202104.xlsx,"[' HIPS ', ' GRADE ']",rule,4A
6183,CFR KARACHI SEAPORTTAIRILAC ABS RESINS  AG15E1  AS PER APPLICANTS PURCHASE ORDERNO AALABS003FCT202021 DATED 19042021 AND BENEFICIARYSPROFORMA INVOICE NO B4031 DATED 14042021,AG15E1,4A,202104.xlsx,"[' AG15E1 ', 'ABS RESIN', ' ABS ']",rule,4A
6184,DESCRIPTION              QTY      UNIT PRICE    AMOUNT CARBON FIBER  TC35RTC35R24K40KGPC      3312KGS     USD1850KG   USD6127200CARBON FIBER TC35RTC35R12K40KGPC      3312KGS     USD1950KG   USD6458400CARBON FIBER TC36PTC36P12K40KGPC      2016KGS     USD2200KG  USD4435200 TRADE TERMS CIF YANTIANCHINAHONG KONG,CARBON FIBER,12,202104.xlsx,['CARBON FIBER'],rule,12
6185,DESCRIPTION              QTY      UNIT PRICE    AMOUNT CARBON FIBER  TC35RTC35R24K40KGPC      3312KGS     USD1850KG   USD6127200CARBON FIBER TC35RTC35R12K40KGPC      3312KGS     USD1950KG   USD6458400CARBON FIBER TC36PTC36P12K40KGPC      2016KGS     USD2200KG  USD4435200 TRADE TERMS CIF YANTIANCHINAHONG KONG,CARBON FIBER,12,202104.xlsx,['CARBON FIBER'],rule,12
6186,DESCRIPTION              QTY      UNIT PRICE    AMOUNT CARBON FIBER  TC35RTC35R24K40KGPC      3312KGS     USD1850KG   USD6127200CARBON FIBER TC35RTC35R12K40KGPC      3312KGS     USD1950KG   USD6458400CARBON FIBER TC36PTC36P12K40KGPC      2016KGS     USD2200KG  USD4435200 TRADE TERMS CIF YANTIANCHINAHONG KONG,CARBON FIBER,12,202104.xlsx,['CARBON FIBER'],rule,12
